None,count,count,count,count,count,count
76557,3.0,1.0,,,,6.0
76588,20.0,,,,,5.0
76589,1.0,,,,,
76600,10.0,,,,,11.0
76605,3.0,,,,,4.0
76607,,,,,,1.0
76608,6.0,1.0,,,,
76618,2.0,,,,,4.0
76623,69.0,,,,,108.0
76624,3640.0,107.0,55.0,1.0,23.0,5314.0
76627,25.0,,,,,13.0
76630,11.0,,,,,12.0
76637,1332.0,37.0,11.0,,10.0,2033.0
76638,44.0,,,,,83.0
76640,180.0,5.0,4.0,,,318.0
76641,47.0,,,,,70.0
76646,9.0,,,,,12.0
76651,1.0,,,,,
76659,187.0,4.0,2.0,,1.0,254.0
76661,22.0,,,,,17.0
76663,45.0,1.0,,,,82.0
76665,5.0,,,,,
76672,133.0,1.0,1.0,1.0,1.0,299.0
76680,14.0,,,,,16.0
76691,3.0,,,,,2.0
76696,316.0,4.0,3.0,,2.0,496.0
76701,23.0,,,,,43.0
76702,2.0,,,,,
76711,300.0,,,,,429.0
76720,70.0,,,,,113.0
76728,6.0,,,,,10.0
76733,9.0,,,,1.0,24.0
76743,1431.0,2.0,2.0,,8.0,2523.0
76752,,,,,,6.0
76753,296.0,5.0,3.0,,3.0,551.0
76754,165.0,,,,,318.0
76755,75.0,,,,,144.0
76756,39.0,,,,,62.0
76762,4.0,,,,,6.0
76763,1.0,,,,,1.0
76769,128.0,,,,1.0,175.0
76772,2.0,,,,,
76776,19.0,,,,,36.0
76778,241.0,10.0,6.0,1.0,2.0,407.0
76784,11.0,,1.0,,,25.0
76789,2.0,,,,,4.0
76795,88.0,1.0,1.0,,,129.0
76796,7.0,,,,,10.0
76807,608.0,18.0,11.0,2.0,,901.0
76811,,,,,,2.0
76820,2476.0,45.0,15.0,1.0,10.0,4018.0
76821,677.0,9.0,6.0,,8.0,1205.0
76828,87.0,4.0,1.0,1.0,3.0,161.0
76831,3.0,,,,,6.0
76854,799.0,28.0,6.0,1.0,3.0,1226.0
76877,973.0,15.0,12.0,,8.0,1595.0
76879,273.0,3.0,1.0,,,414.0
76889,264.0,5.0,4.0,1.0,2.0,482.0
76894,92.0,2.0,,,,161.0
76898,22.0,,,,,34.0
76907,55.0,,,,,129.0
76910,2.0,,,,,17.0
76913,235.0,3.0,1.0,,1.0,359.0
76921,143.0,12.0,4.0,1.0,,238.0
76923,30.0,,,,,15.0
76924,6629.0,120.0,78.0,3.0,45.0,11715.0
76928,1.0,,,,,2.0
76933,61.0,2.0,1.0,,1.0,117.0
76934,8.0,,,,,9.0
76944,4.0,,,,,3.0
76945,5.0,,,,,12.0
76950,3.0,,,,,1.0
76953,4.0,,,,,18.0
76955,494.0,6.0,6.0,,,772.0
76956,24.0,,,,,63.0
76959,4413.0,124.0,52.0,4.0,21.0,8348.0
76976,148.0,,,,1.0,203.0
76983,42.0,2.0,2.0,,,55.0
76987,36.0,,,,,58.0
76996,14826.0,467.0,252.0,80.0,78.0,23829.0
76998,1.0,,,,,
77008,31227.0,1033.0,547.0,118.0,157.0,48960.0
77013,49.0,,,,,71.0
77017,46.0,1.0,1.0,,,89.0
77018,83.0,,1.0,,,131.0
77021,4.0,,,,,7.0
77033,7.0,,,,,9.0
77036,82.0,4.0,1.0,,,163.0
77040,3.0,,,,,3.0
77048,1181.0,47.0,17.0,1.0,8.0,1837.0
77053,5.0,,,,,12.0
77057,1.0,,,,,1.0
77061,698.0,15.0,2.0,,3.0,1152.0
77062,23.0,,,,,35.0
77067,80.0,5.0,1.0,1.0,,87.0
77072,20.0,,,,,26.0
77074,2789.0,97.0,52.0,2.0,9.0,4720.0
77079,86.0,3.0,,24.0,,151.0
77085,36.0,,,,,60.0
77090,29.0,2.0,,1.0,,68.0
77092,2.0,,,,,3.0
77099,9.0,,,,,11.0
77109,4586.0,145.0,72.0,16.0,32.0,8137.0
77117,46.0,5.0,1.0,,2.0,79.0
77124,1.0,,,,,2.0
77132,1.0,,,,,1.0
77133,57.0,,1.0,,,138.0
77134,1406.0,56.0,29.0,9.0,9.0,2094.0
77136,6.0,,,,,10.0
77137,12.0,,,,,31.0
77139,4.0,,,,,6.0
77141,46.0,2.0,2.0,,,76.0
77142,62.0,1.0,1.0,,,94.0
77146,1.0,,,,,
77150,12.0,1.0,1.0,,,31.0
77152,156.0,,,,,243.0
77161,41.0,1.0,1.0,,,77.0
77163,2.0,,,,,9.0
77169,390.0,1.0,2.0,,2.0,557.0
77171,2.0,,,,,2.0
77173,19.0,,,,,23.0
77174,2.0,,,,,12.0
77176,468.0,8.0,3.0,1.0,4.0,890.0
77188,2.0,2.0,,,,2.0
77210,68.0,,1.0,,1.0,98.0
77211,1.0,,,,,1.0
77218,1275.0,29.0,13.0,1.0,4.0,1929.0
77221,4829.0,127.0,65.0,,28.0,7321.0
77223,6.0,1.0,,,,23.0
77247,,,,,,8.0
77256,660.0,10.0,9.0,,2.0,1181.0
77259,43.0,1.0,,,,67.0
77261,15.0,1.0,1.0,,,17.0
77269,46.0,3.0,2.0,1.0,,116.0
77275,3879.0,158.0,77.0,5.0,22.0,6671.0
77277,7.0,,,,,9.0
77283,3.0,,,,,7.0
77287,12.0,,,,,25.0
77293,1.0,,,,,2.0
77296,2903.0,23.0,8.0,1.0,17.0,4886.0
77303,208.0,,,,,344.0
77308,29.0,7.0,,,,50.0
77332,143.0,1.0,1.0,,,232.0
77338,332.0,11.0,,,,334.0
77353,1.0,,,,,1.0
77362,309.0,5.0,1.0,1.0,2.0,691.0
77366,12.0,,,,,12.0
77367,456.0,,,,2.0,739.0
77375,120.0,6.0,3.0,,1.0,192.0
77384,1.0,,,,,2.0
77391,1103.0,24.0,17.0,1.0,5.0,1623.0
77394,11.0,,,,,17.0
77395,6.0,,,,,9.0
77402,67.0,,1.0,,,77.0
77407,2.0,,,,,6.0
77421,7.0,1.0,1.0,,,21.0
77428,3.0,,,,,4.0
77429,21.0,1.0,1.0,,,39.0
77432,1.0,,,,,2.0
77434,7.0,,,,,12.0
77443,1.0,,,,,1.0
77447,1594.0,40.0,19.0,1.0,5.0,2856.0
77455,141.0,2.0,,,2.0,249.0
77458,17.0,,,,,29.0
77460,104.0,1.0,2.0,,,169.0
77461,102.0,2.0,2.0,,,146.0
77462,6.0,,,,,11.0
77467,24.0,,,,,49.0
77468,26.0,2.0,1.0,,,38.0
77472,6.0,,,,,9.0
77477,667.0,,,,7.0,1889.0
77481,256.0,8.0,7.0,,1.0,423.0
77484,195.0,6.0,3.0,,,252.0
77486,1.0,,,,,1.0
77487,13.0,,1.0,,,36.0
77488,2309.0,16.0,12.0,,6.0,4070.0
77489,23.0,,,,,41.0
77491,264.0,4.0,2.0,2.0,2.0,427.0
77492,2.0,,,,,2.0
77496,27.0,,,,,54.0
77500,56.0,2.0,1.0,,,70.0
77502,6.0,,,,,10.0
77507,21.0,,,,,34.0
77527,6352.0,163.0,81.0,16.0,26.0,11740.0
77530,209.0,27.0,,,,240.0
77531,164.0,,,,,320.0
77542,3.0,,,,,4.0
77545,549.0,17.0,11.0,,1.0,850.0
77546,294.0,12.0,10.0,2.0,3.0,455.0
77547,1.0,,,,,1.0
77552,93.0,2.0,1.0,,,136.0
77554,4.0,,,,,8.0
77562,2.0,,,,,4.0
77565,149.0,,,,,280.0
77570,41.0,,,,,97.0
77571,52246.0,1269.0,565.0,17.0,342.0,82887.0
77588,6.0,,,,,17.0
77589,489.0,2.0,1.0,1.0,4.0,877.0
77596,2.0,,,,,
77597,13.0,,,,,26.0
77598,13.0,,,,,20.0
77614,196.0,6.0,5.0,,,178.0
77619,14.0,,,,,22.0
77624,6.0,,,,,7.0
77632,438.0,13.0,8.0,1.0,1.0,722.0
77633,1781.0,26.0,7.0,,14.0,2773.0
77637,248.0,10.0,7.0,,,375.0
77645,32.0,,,,,49.0
77654,488.0,13.0,8.0,3.0,1.0,688.0
77658,3.0,,,,,4.0
77661,53.0,,,,,62.0
77663,10.0,,,,,27.0
77672,18.0,,,,,46.0
77681,12.0,,,,,15.0
77682,13.0,,,,,16.0
77685,2.0,,,,,
77692,497.0,3.0,1.0,,2.0,771.0
77697,2.0,,,,,2.0
77709,2206.0,8.0,2.0,,3.0,3159.0
77711,1.0,,,,,2.0
77714,59.0,,,,,92.0
77717,226.0,10.0,6.0,,,341.0
77721,34.0,,,,,46.0
77723,6358.0,139.0,55.0,1.0,20.0,10119.0
77733,1.0,,,,,1.0
77734,685.0,9.0,2.0,,1.0,1103.0
77736,4.0,,,,,8.0
77738,206.0,4.0,2.0,,2.0,405.0
77739,4.0,,,,,3.0
77740,784.0,12.0,7.0,,6.0,1239.0
77743,7112.0,124.0,74.0,3.0,44.0,11385.0
77744,571.0,14.0,9.0,1.0,3.0,1135.0
77745,20103.0,762.0,419.0,82.0,115.0,29874.0
77751,11.0,,,,,14.0
77753,2.0,,,,,6.0
77762,2.0,,,,,3.0
77764,,1.0,,,,
77773,143.0,,,,2.0,258.0
77779,1.0,,,,,
77785,1217.0,26.0,5.0,7.0,9.0,2370.0
77787,31.0,,,,,65.0
77789,157.0,6.0,,,,167.0
77791,2185.0,84.0,36.0,7.0,11.0,3243.0
77792,2261.0,62.0,16.0,17.0,14.0,3483.0
77796,56.0,,,,,65.0
77803,153.0,1.0,2.0,1.0,,225.0
77804,2.0,,,,,2.0
77806,101.0,2.0,,,,165.0
77808,2.0,,,,,7.0
77811,32.0,1.0,,1.0,1.0,75.0
77815,352.0,3.0,2.0,,3.0,569.0
77828,2.0,2.0,1.0,,,3.0
77832,181.0,5.0,1.0,,1.0,280.0
77837,3294.0,65.0,26.0,1.0,20.0,6225.0
77852,5.0,,,,,10.0
77864,827.0,10.0,3.0,,1.0,1138.0
77878,6.0,,,,,16.0
77882,21.0,,,,,35.0
77894,2.0,1.0,,,,2.0
77900,90.0,1.0,3.0,,1.0,144.0
77903,27.0,,,,,88.0
77911,64.0,2.0,1.0,,,95.0
77914,8.0,,,,,13.0
77915,25.0,,,,,48.0
77918,74.0,1.0,1.0,,,125.0
77924,5.0,,,,,6.0
77931,18.0,,,,,41.0
77932,2.0,,,,,17.0
77936,2.0,,,,,3.0
77937,1994.0,31.0,16.0,1.0,14.0,3368.0
77938,83.0,1.0,2.0,,,112.0
77941,16.0,1.0,2.0,,,24.0
77945,119.0,2.0,3.0,,,216.0
77952,2.0,,,,,3.0
77953,28.0,2.0,,,1.0,47.0
77963,2.0,,,,1.0,8.0
77972,37.0,2.0,1.0,,,89.0
77978,119.0,3.0,2.0,,1.0,457.0
77989,4.0,,,,,4.0
77999,31.0,,,,,67.0
78012,297.0,4.0,4.0,,3.0,462.0
78015,768.0,19.0,4.0,2.0,3.0,1337.0
78016,1063.0,15.0,9.0,1.0,4.0,1738.0
78019,9.0,,,,,13.0
78020,1189.0,38.0,16.0,,7.0,2212.0
78035,980.0,22.0,11.0,1.0,,1579.0
78038,2.0,,,,,6.0
78039,28.0,,,,,64.0
78041,39.0,,,,,62.0
78044,1.0,,,,,1.0
78056,,,,,,5.0
78067,2.0,,,,,10.0
78079,4.0,,,,,19.0
78081,2.0,,,,,4.0
78106,1.0,,,,,1.0
78108,789.0,14.0,13.0,,4.0,1173.0
78114,25.0,,,,,23.0
78116,8052.0,78.0,71.0,1.0,94.0,13495.0
78130,544.0,14.0,7.0,,3.0,829.0
78144,21.0,,,,,32.0
78148,94.0,4.0,4.0,,,159.0
78158,40.0,,1.0,,,76.0
78159,1.0,,,,,2.0
78162,434.0,7.0,6.0,,,640.0
78164,44.0,3.0,1.0,,,68.0
78166,4.0,,,,,4.0
78169,37.0,,,,,116.0
78176,1292.0,33.0,22.0,2.0,2.0,1828.0
78179,25.0,,,,,41.0
78181,1.0,,,,,
78187,302.0,40.0,41.0,,1.0,413.0
78191,17.0,,,,,29.0
78196,3.0,,,,,21.0
78197,1649.0,56.0,32.0,5.0,5.0,2704.0
78225,4.0,,,,,34.0
78227,248.0,9.0,2.0,,2.0,334.0
78232,,,,,,10.0
78238,4.0,,,,,11.0
78250,2.0,,,,,7.0
78253,83.0,,,,,128.0
78254,658.0,12.0,7.0,2.0,5.0,1112.0
78256,9313.0,211.0,127.0,23.0,45.0,15770.0
78257,106.0,3.0,3.0,,,138.0
78262,4.0,,,,,4.0
78270,5.0,1.0,2.0,,,10.0
78273,68.0,1.0,1.0,,,97.0
78274,442.0,20.0,13.0,3.0,2.0,667.0
78281,108.0,,,,,133.0
78283,8.0,,,,,15.0
78285,18778.0,510.0,282.0,24.0,117.0,27893.0
78289,167.0,,,,,276.0
78290,12.0,,,,,27.0
78291,2.0,,,,,2.0
78292,2.0,,,,,7.0
78299,2.0,,,,,3.0
78303,17.0,,,,,10.0
78304,1640.0,28.0,16.0,,11.0,3016.0
78307,9.0,,,,,17.0
78308,3.0,,,,,9.0
78315,2.0,,,,,2.0
78318,635.0,9.0,4.0,1.0,2.0,1189.0
78327,13661.0,424.0,235.0,37.0,91.0,25153.0
78330,2.0,,,,,4.0
78333,6.0,,,,,10.0
78335,12694.0,369.0,168.0,9.0,82.0,21281.0
78343,47.0,,1.0,,1.0,71.0
78350,35.0,,,,,47.0
78351,1465.0,57.0,39.0,2.0,9.0,2331.0
78358,71.0,,,,1.0,97.0
78365,10.0,,,,,12.0
78366,6.0,,,,,9.0
78370,68.0,,,,1.0,101.0
78371,1987.0,37.0,23.0,3.0,12.0,3649.0
78372,19.0,,,,,17.0
78374,29.0,,,,,52.0
78376,25.0,,,,1.0,29.0
78377,102.0,,,,,196.0
78378,18.0,,,,,23.0
78379,2.0,,,,,1.0
78386,1.0,,,,,3.0
78389,1.0,,,,,1.0
78394,2.0,,,,,4.0
78412,8352.0,174.0,81.0,2.0,51.0,13951.0
78413,390.0,13.0,9.0,1.0,1.0,1023.0
78426,2.0,,,,,3.0
78432,29.0,1.0,1.0,,,58.0
78433,389.0,3.0,3.0,,3.0,601.0
78441,24.0,,,,,35.0
78442,1771.0,83.0,37.0,1.0,11.0,3241.0
78447,555.0,27.0,12.0,2.0,1.0,820.0
78449,448.0,20.0,11.0,,4.0,801.0
78457,342.0,5.0,2.0,,1.0,570.0
78467,457.0,2.0,1.0,,2.0,702.0
78471,690.0,16.0,11.0,1.0,6.0,1141.0
78475,1.0,,,,,1.0
78476,4.0,,,,,5.0
78491,2.0,,,,,3.0
78499,69.0,4.0,4.0,,1.0,105.0
78508,39594.0,964.0,432.0,87.0,225.0,70036.0
78512,373.0,5.0,3.0,,1.0,697.0
78520,39.0,1.0,1.0,,,59.0
78526,1.0,,,,,7.0
78528,556.0,12.0,8.0,,2.0,734.0
78534,8.0,,,,,38.0
78537,503.0,5.0,4.0,,2.0,833.0
78545,305.0,6.0,,,,385.0
78546,351.0,14.0,10.0,1.0,2.0,558.0
78550,1.0,,,,,1.0
78551,2105.0,1.0,1.0,,12.0,3931.0
78556,1.0,,,,,10.0
78557,40.0,1.0,,,,41.0
78576,,,,,,6.0
78584,7.0,,,,,30.0
78601,42.0,,,,,72.0
78607,932.0,24.0,21.0,,4.0,1616.0
78613,548.0,25.0,14.0,3.0,7.0,994.0
78624,49.0,,,,,92.0
78629,19.0,,,,,28.0
78639,265.0,9.0,4.0,,1.0,375.0
78647,887.0,16.0,11.0,,5.0,1611.0
78679,1.0,1.0,1.0,,,5.0
78694,38408.0,1023.0,394.0,48.0,183.0,58626.0
78697,4477.0,159.0,66.0,5.0,29.0,7828.0
78699,4.0,,,,,26.0
78711,11.0,,,,,9.0
78720,186.0,,,,3.0,332.0
78728,9.0,,,,,6.0
78730,24.0,,,,,39.0
78744,,,,,,8.0
78752,162.0,,,,,197.0
78755,4.0,,,,,6.0
78756,1.0,,,,,3.0
78769,1.0,,,,,
78772,11.0,,,,,12.0
78786,9.0,,,,,7.0
78787,17.0,,,,,31.0
78795,8.0,,,,,17.0
78797,3955.0,91.0,42.0,2.0,15.0,6029.0
78801,4.0,,,,,4.0
78803,71.0,,,,,94.0
78817,168.0,2.0,1.0,,,248.0
78824,29.0,,,,,40.0
78825,349.0,4.0,3.0,,1.0,560.0
78832,9689.0,256.0,120.0,33.0,53.0,15569.0
78850,2.0,,,,,6.0
78852,10.0,,,,,20.0
78865,4.0,1.0,,,,18.0
78869,4439.0,165.0,92.0,18.0,18.0,8858.0
78876,317.0,14.0,7.0,,2.0,451.0
78881,414.0,6.0,4.0,,1.0,648.0
78890,1.0,1.0,,,,
78892,907.0,22.0,16.0,,13.0,1560.0
78894,13077.0,316.0,144.0,17.0,66.0,21581.0
78900,5.0,,,,,2.0
78905,44.0,,,,,74.0
78906,14.0,,,,,20.0
78911,,1.0,,,,
78913,1.0,,,,,1.0
78914,56.0,,,,1.0,134.0
78918,2.0,,,,,3.0
78925,2.0,,,,,
78932,49.0,1.0,1.0,,,79.0
78936,1.0,,,,,
78938,521.0,15.0,5.0,,2.0,880.0
78942,75.0,,,,,193.0
78947,7.0,,,,,20.0
78949,879.0,15.0,6.0,,2.0,1524.0
78955,151.0,,,,1.0,221.0
78957,42.0,1.0,,,,74.0
78965,257.0,4.0,3.0,1.0,1.0,380.0
78966,24.0,,,,1.0,30.0
78974,2.0,,,,,3.0
78981,310.0,3.0,1.0,,2.0,464.0
78986,809.0,15.0,4.0,,7.0,1353.0
78990,1.0,,,,,
79001,94.0,,,,,128.0
79009,326.0,11.0,1.0,1.0,,600.0
79013,234.0,3.0,2.0,,1.0,363.0
79014,2.0,,,,,
79015,33.0,,,,,58.0
79016,507.0,16.0,10.0,1.0,3.0,745.0
79020,1.0,,,,,2.0
79034,8.0,,,,,9.0
79035,1.0,,,,,
79038,777.0,9.0,5.0,,3.0,1195.0
79040,92.0,2.0,,,,178.0
79041,31.0,1.0,1.0,,,43.0
79048,14.0,,,,1.0,47.0
79057,2350.0,27.0,12.0,,9.0,4296.0
79064,603.0,20.0,7.0,3.0,4.0,797.0
79075,1.0,,,,,5.0
79080,26797.0,869.0,492.0,35.0,129.0,40460.0
79090,1.0,,,,,1.0
79097,108.0,8.0,,,1.0,146.0
79102,1157.0,20.0,12.0,1.0,6.0,2120.0
79103,747.0,31.0,21.0,1.0,3.0,1140.0
79106,2259.0,31.0,15.0,,10.0,3105.0
79113,2003.0,66.0,39.0,1.0,21.0,4003.0
79117,60.0,,,,,62.0
79120,153.0,3.0,1.0,,,231.0
79122,4870.0,104.0,56.0,7.0,33.0,7290.0
79130,57.0,2.0,,,1.0,90.0
79133,2.0,,,,,2.0
79136,10.0,,,,,17.0
79138,66.0,1.0,,,,138.0
79142,2.0,,,,,5.0
79146,821.0,14.0,8.0,,6.0,1335.0
79147,353.0,,,,2.0,523.0
79152,1.0,,,,,2.0
79160,8.0,,,,,18.0
79163,2.0,,,,,1.0
79166,2.0,,,,,
79173,20.0,,,,,40.0
79177,38.0,,,,,50.0
79182,50.0,,,,,35.0
79193,3.0,,,,,2.0
79201,14.0,,,,,8.0
79215,29.0,,,,1.0,34.0
79229,2.0,,,,,1.0
79231,4.0,1.0,1.0,,,8.0
79238,408.0,12.0,11.0,,,722.0
79240,23.0,1.0,1.0,,,29.0
79241,3.0,,,,,3.0
79246,22.0,,,,,30.0
79249,2.0,,,,,2.0
79251,1.0,,,,,
79254,1.0,,,,,1.0
79271,91.0,,1.0,,,117.0
79277,10.0,2.0,,,,17.0
79278,3.0,,,,,5.0
79284,39.0,,,,,80.0
79290,28.0,,,,,46.0
79292,64.0,1.0,,,,107.0
79294,51.0,,,,,48.0
79296,23.0,,,,,43.0
79297,49.0,1.0,1.0,,1.0,158.0
79298,24.0,,,,,44.0
79303,2.0,,,,,4.0
79309,6392.0,172.0,115.0,10.0,39.0,9582.0
79321,594.0,9.0,6.0,,4.0,1055.0
79323,5.0,,,,,9.0
79335,2.0,,,,,7.0
79352,363.0,17.0,8.0,,5.0,655.0
79355,2.0,,,,,
79371,42.0,1.0,,,,97.0
79373,1.0,,,,,
79374,505.0,1.0,1.0,,2.0,877.0
79396,3.0,,,,,4.0
79400,279.0,5.0,3.0,,1.0,483.0
79401,4.0,,,,,12.0
79404,143.0,4.0,1.0,,,271.0
79405,8390.0,146.0,57.0,3.0,38.0,14229.0
79410,73.0,2.0,,,1.0,124.0
79413,1.0,,,,,3.0
79426,74.0,,,,2.0,119.0
79428,4.0,,,,,8.0
79430,11.0,,,,,13.0
79432,4.0,,,,,4.0
79433,2.0,,,,,1.0
79440,158.0,4.0,7.0,,1.0,184.0
79445,12.0,,,,,17.0
79446,384.0,6.0,6.0,,2.0,623.0
79454,3349.0,88.0,27.0,9.0,16.0,6187.0
79458,45.0,,,,,80.0
79460,1104.0,5.0,4.0,,3.0,1715.0
79462,5.0,,,,,15.0
79467,11.0,,,,,12.0
79481,5.0,,,,,10.0
79488,389.0,13.0,,,1.0,494.0
79491,1036.0,35.0,18.0,3.0,7.0,1586.0
79493,34.0,1.0,3.0,,,59.0
79496,547.0,12.0,6.0,,4.0,780.0
79511,100.0,6.0,3.0,,,241.0
79513,18.0,,,,1.0,35.0
79514,12070.0,296.0,90.0,26.0,77.0,21254.0
79517,1144.0,10.0,3.0,1.0,4.0,2102.0
79520,81903.0,3026.0,1304.0,143.0,502.0,131280.0
79545,7.0,,,,,12.0
79557,1184.0,30.0,11.0,1.0,3.0,1884.0
79566,91.0,,,,1.0,123.0
79567,97.0,,,,1.0,234.0
79575,522.0,22.0,11.0,,3.0,879.0
79586,8.0,,,,,15.0
79589,33.0,,,,,25.0
79594,66.0,,,,,85.0
79600,271.0,9.0,6.0,,2.0,421.0
79606,394.0,10.0,8.0,,2.0,716.0
79612,50.0,,,,,66.0
79615,1.0,,,,,
79616,19999.0,599.0,295.0,65.0,109.0,33162.0
79626,39.0,1.0,1.0,,,64.0
79627,10.0,,,,,11.0
79636,68167.0,2566.0,1015.0,107.0,438.0,110441.0
79644,4352.0,235.0,130.0,15.0,12.0,6361.0
79651,110.0,,,,,192.0
79652,10.0,,,,,16.0
79653,2.0,,,,,1.0
79660,2.0,,,,,1.0
79663,12.0,,,,,20.0
79673,2260.0,30.0,23.0,15.0,10.0,3072.0
79679,729.0,8.0,5.0,,4.0,1199.0
79682,11.0,,,,,23.0
79684,5.0,,,,,4.0
79694,452.0,15.0,5.0,2.0,1.0,807.0
79701,77.0,4.0,3.0,,,171.0
79702,1.0,,,,,1.0
79709,47.0,,,,,69.0
79715,68.0,,1.0,,,133.0
79718,7.0,,,,,7.0
79722,13.0,,1.0,,,34.0
79723,98.0,4.0,2.0,,2.0,210.0
79737,32.0,,,,,46.0
79744,11.0,,,,,9.0
79747,192.0,5.0,,,1.0,284.0
79752,3.0,,,,,6.0
79753,18.0,,,,,25.0
79755,40.0,,,,,47.0
79757,581.0,9.0,9.0,,,733.0
79772,2.0,,,,,4.0
79774,109.0,3.0,2.0,,,163.0
79795,3.0,,,,,4.0
79801,26.0,,,,,47.0
79815,1217.0,36.0,20.0,4.0,4.0,1381.0
79819,255.0,,,,,309.0
79821,295.0,1.0,,,1.0,547.0
79825,321.0,13.0,7.0,2.0,1.0,485.0
79829,89.0,2.0,2.0,,1.0,156.0
79850,37.0,,,,,49.0
79865,1.0,1.0,1.0,,,1.0
79871,8.0,,,,,16.0
79877,5.0,,,,,12.0
79882,596.0,12.0,3.0,,3.0,896.0
79884,2.0,,,,,2.0
79888,2913.0,62.0,50.0,7.0,15.0,4632.0
79889,2.0,,,,,1.0
79896,1.0,,,,,1.0
79904,62.0,6.0,2.0,,,79.0
79910,2.0,,,,,6.0
79923,21.0,1.0,,1.0,,35.0
79925,79.0,,,,,91.0
79927,20.0,,,,,27.0
79928,2.0,,,,,3.0
79937,147.0,5.0,2.0,,,249.0
79940,804.0,13.0,10.0,,2.0,1268.0
79947,1.0,,,,,
79948,12.0,,,,,12.0
79961,20.0,,,,,32.0
79965,32.0,,1.0,,,45.0
79966,,,,,1.0,677.0
79972,25.0,,,,,15.0
79977,8.0,1.0,,,,14.0
79982,939.0,3.0,1.0,1.0,5.0,1397.0
79986,8.0,,,,,13.0
79992,95.0,,,6.0,,124.0
80005,286.0,17.0,,,,342.0
80014,12.0,,,,,22.0
80015,14.0,,,,,30.0
80017,16.0,,,,,17.0
80024,131.0,2.0,1.0,,,187.0
80027,1.0,,,,,1.0
80030,18541.0,446.0,186.0,9.0,145.0,30590.0
80035,367.0,2.0,1.0,,3.0,583.0
80040,90.0,1.0,1.0,,,156.0
80047,1.0,,,,,3.0
80054,1.0,,,,,2.0
80056,4.0,,,,,10.0
80065,5.0,,,,,9.0
80068,62.0,,,,2.0,110.0
80075,25.0,2.0,2.0,,,25.0
80079,469.0,10.0,8.0,,1.0,775.0
80081,11.0,,,,,24.0
80082,2476.0,88.0,33.0,7.0,20.0,4671.0
80087,34.0,4.0,,,,25.0
80112,,,,,,59.0
80113,12.0,,,,,14.0
80125,94.0,3.0,,1.0,,176.0
80126,18.0,,,,,26.0
80128,891.0,21.0,17.0,,2.0,1420.0
80129,3.0,,,,,2.0
80130,2969.0,105.0,27.0,26.0,24.0,5264.0
80132,1.0,,,,,
80149,1.0,,,,,
80150,1.0,,,,,1.0
80159,638.0,23.0,13.0,4.0,1.0,974.0
80160,234.0,,,,1.0,375.0
80167,126.0,4.0,2.0,,,212.0
80171,5.0,,,,,4.0
80184,,,,,,27.0
80190,8.0,,,,1.0,24.0
80193,40.0,1.0,,,1.0,66.0
80211,10.0,,,,,22.0
80212,,,,,,81.0
80216,1499.0,31.0,12.0,4.0,4.0,2438.0
80229,4.0,,,,,5.0
80231,12.0,,,,,27.0
80232,6.0,,,,,8.0
80233,52.0,,,,,87.0
80236,603.0,10.0,1.0,,2.0,948.0
80239,214.0,,3.0,,2.0,356.0
80244,10.0,,,,,13.0
80250,93.0,,,,,107.0
80251,2.0,,,,,3.0
80252,9.0,,,,,19.0
80255,37.0,,,,,67.0
80262,1.0,,,,,
80264,2.0,,,,,6.0
80272,2.0,,,,,2.0
80274,9.0,,,,,18.0
80279,5.0,,,,,7.0
80281,4.0,,,,,9.0
80286,1.0,,,,,1.0
80312,1.0,,,,,11.0
80315,40.0,1.0,,,,53.0
80319,2.0,,,,,2.0
80322,713.0,12.0,7.0,,4.0,950.0
80325,44.0,,,,1.0,79.0
80329,131.0,6.0,5.0,,,184.0
80331,21.0,1.0,,,,47.0
80332,9.0,,,,,17.0
80364,9.0,,,,,13.0
80365,231.0,9.0,4.0,,2.0,438.0
80367,4.0,,,,,7.0
80388,43.0,,,,,73.0
80394,39.0,2.0,,,,50.0
80395,88.0,,,,,139.0
80403,4.0,,,,,6.0
80427,17.0,1.0,1.0,,,22.0
80439,1.0,,,,,1.0
80444,16.0,,,,,29.0
80447,498.0,,,,4.0,1211.0
80455,75.0,2.0,1.0,,,135.0
80460,2.0,,,,,1.0
80461,466.0,12.0,8.0,,2.0,756.0
80462,16038.0,537.0,244.0,27.0,83.0,24614.0
80466,2.0,,,,,3.0
80478,46.0,2.0,,1.0,,92.0
80481,224.0,3.0,2.0,,,279.0
80482,8.0,,,,,5.0
80485,1.0,,,,,2.0
80493,13.0,,,,,8.0
80494,1652.0,16.0,6.0,,5.0,2622.0
80497,6035.0,300.0,139.0,42.0,46.0,9488.0
80499,33437.0,772.0,430.0,53.0,174.0,56261.0
80503,2.0,,,,,5.0
80508,134.0,,,,1.0,226.0
80546,18.0,3.0,,,,36.0
80549,10.0,,,,,20.0
80556,47.0,,,,,62.0
80560,605.0,18.0,13.0,,,1228.0
80562,8.0,,,,,2.0
80576,5.0,,,1.0,,4.0
80578,37.0,3.0,,,,56.0
80584,1964.0,41.0,17.0,4.0,7.0,2995.0
80585,3.0,,,,,3.0
80589,2.0,,,,,2.0
80592,1.0,,,,,2.0
80597,163.0,10.0,4.0,,1.0,262.0
80599,1.0,,,,,1.0
80600,2265.0,58.0,26.0,,12.0,3870.0
80612,6.0,,,,,12.0
80616,19.0,,,,,21.0
